stem,pos,description
aerofoto,NOUN,Noun {Ot}
aerofotoapparat,NOUN,Noun {Ot}
aerofotogeodezist,NOUN,Noun {Ot}
aerofotogeodeziya,NOUN,Noun {Ot}
aerofotografiya,NOUN,Noun {Ot}
aerofotogrammetriya,NOUN,Noun {Ot}
aerofotorazvedka,NOUN,Noun {Ot}
aerofotos'yomka,NOUN,Noun {Ot}
aerofotosurat,NOUN,Noun {Ot}
aerofotosxema,NOUN,Noun {Ot}
aerofotosyomka,NOUN,Noun {Ot}
aerofototopografiya,NOUN,Noun {Ot}
aerogel,NOUN,Noun {Ot}
aerogelioterapiya,NOUN,Noun {Ot}
aerogen,NOUN,Noun {Ot}
aerogeofizik,NOUN,Noun {Ot}
aerogeofizika,NOUN,Noun {Ot}
aerogeologik,NOUN,Noun {Ot}
aerogeologiya,NOUN,Noun {Ot}
aerogeosyomka,NOUN,Noun {Ot}
aerograf,NOUN,Noun {Ot}
aerografiya,NOUN,Noun {Ot}
aerogramma,NOUN,Noun {Ot}
aeroion,NOUN,Noun {Ot}
aeroionizator,NOUN,Noun {Ot}
aeroionizatsiya,NOUN,Noun {Ot}
aeroionlash,NOUN,Noun {Ot}
aeroionoterapiya,NOUN,Noun {Ot}
aeroiqlimshunoslik,NOUN,Noun {Ot}
aerokarta,NOUN,Noun {Ot}
aeroklub,NOUN,Noun {Ot}
aerokosmik,NOUN,Noun {Ot}
aerokosmos,NOUN,Noun {Ot}
aerolift,NOUN,Noun {Ot}
aerolit,NOUN,Noun {Ot}
aerolog,NOUN,Noun {Ot}
aerologik,NOUN,Noun {Ot}
aerologiya,NOUN,Noun {Ot}
aerolotsiya,NOUN,Noun {Ot}
aeromagnit,NOUN,Noun {Ot}
aeromagnitik,NOUN,Noun {Ot}
aeromagnitometr,NOUN,Noun {Ot}
aeromayak,NOUN,Noun {Ot}
aeromayoq,NOUN,Noun {Ot}
aerometr,NOUN,Noun {Ot}
aerometrik,NOUN,Noun {Ot}
aerometriya,NOUN,Noun {Ot}
aeromexanika,NOUN,Noun {Ot}
aeromobil,NOUN,Noun {Ot}
aeromotor,NOUN,Noun {Ot}
aeron,NOUN,Noun {Ot}
aeronavigatsiya,NOUN,Noun {Ot}
aeronavt,NOUN,Noun {Ot}
aeronavtika,NOUN,Noun {Ot}
aeronomiya,NOUN,Noun {Ot}
aeroplan,ADV,Adverb {Ravish}
aeroplan,NOUN,Noun {Ot}
aeroplanchi,NOUN,Noun {Ot}
aeropochta,NOUN,Noun {Ot}
aeroponika,NOUN,Noun {Ot}
aeroport,NOUN,Noun {Ot}
aeroprofilaktika,NOUN,Noun {Ot}
aeropurkagich,NOUN,Noun {Ot}
aeroradiometr,NOUN,Noun {Ot}
aeroradiometrik,NOUN,Noun {Ot}
aeroradiometriya,NOUN,Noun {Ot}
aerorazvedka,NOUN,Noun {Ot}
aeroreklama,NOUN,Noun {Ot}
aeros'yomka,NOUN,Noun {Ot}
aerosiderit,NOUN,Noun {Ot}
aerosil,NOUN,Noun {Ot}
aerosolyariy,NOUN,Noun {Ot}
aerostansiya,NOUN,Noun {Ot}
aerostat,NOUN,Noun {Ot}
aerostatika,NOUN,Noun {Ot}
aerostatistik,NOUN,Noun {Ot}
aerosurat,NOUN,Noun {Ot}
aerosyomka,NOUN,Noun {Ot}
aerotadqiqot,NOUN,Noun {Ot}
aerotaksis,NOUN,Noun {Ot}
aerotank,NOUN,Noun {Ot}
aerotasvir,NOUN,Noun {Ot}
aerotaxometr,NOUN,Noun {Ot}
aerotenk,NOUN,Noun {Ot}
aeroterapiya,NOUN,Noun {Ot}
aerotermometr,NOUN,Noun {Ot}
aerotoriya,NOUN,Noun {Ot}
aerotransport,NOUN,Noun {Ot}
aerotropizm,NOUN,Noun {Ot}
aerovizual,NOUN,Noun {Ot}
aerovokzal,NOUN,Noun {Ot}
aerozol,NOUN,Noun {Ot}
aerozolterapiya,NOUN,Noun {Ot}
afagiya,NOUN,Noun {Ot}
afakiya,NOUN,Noun {Ot}
afalina,NOUN,Noun {Ot}
afandi,NOUN,Noun {Ot}
afandilik,NOUN,Noun {Ot}
afandim,NOUN,Noun {Ot}
afandixon,NOUN,Noun {Ot}
afanit,NOUN,Noun {Ot}
afanitli,NOUN,Noun {Ot}
afaziya,NOUN,Noun {Ot}
afelinus,NOUN,Noun {Ot}
afeliy,NOUN,Noun {Ot}
aferist,NOUN,Noun {Ot}
aferistlik,NOUN,Noun {Ot}
aferistnamo,NOUN,Noun {Ot}
affekt,NOUN,Noun {Ot}
afferent,NOUN,Noun {Ot}
affidevit,NOUN,Noun {Ot}
affiks,NOUN,Noun {Ot}
affiksal,NOUN,Noun {Ot}
affiksatsiya,NOUN,Noun {Ot}
affikslashganlik,NOUN,Noun {Ot}
affiksli,NOUN,Noun {Ot}
affikssiz,NOUN,Noun {Ot}
affiliya,NOUN,Noun {Ot}
affinaj,NOUN,Noun {Ot}
affinatsiya,NOUN,Noun {Ot}
affinograf,NOUN,Noun {Ot}
affrikat,NOUN,Noun {Ot}
affrikata,NOUN,Noun {Ot}
afg'on,NOUN,Noun {Ot}
afg'on,PRN,Pronoun {Olmosh}
afg'oniy,ADJ,Adjective {Sifat}
afg'onlar,NOUN,Noun {Ot}
afganda,NOUN,Noun {Ot}
afgandalik,NOUN,Noun {Ot}
afgor,NOUN,Noun {Ot}
afgor,PRN,Pronoun {Olmosh}
afgorlan,VERB,Verb {Fe'l}
afgorlik,NOUN,Noun {Ot}
afg‘on,NOUN,Noun {Ot}
afg‘oncha,NOUN,Noun {Ot}
afg‘onchala,VERB,Verb {Fe'l}
afg‘onchalash,NOUN,Noun {Ot}
afg‘oni,NOUN,Noun {Ot}
afg‘oniston,NOUN,Noun {Ot}
afg‘onistonlik,NOUN,Noun {Ot}
afg‘oniy,NOUN,Noun {Ot}
afg‘onlar,NOUN,Noun {Ot}
afidofaglar,NOUN,Noun {Ot}
afif,NOUN,Noun {Ot}
afifa,NOUN,Noun {Ot}
afilliya,NOUN,Noun {Ot}
afinalik,NOUN,Noun {Ot}
afisha,NOUN,Noun {Ot}
afitsidlar,NOUN,Noun {Ot}
afkor,NOUN,Noun {Ot}
afkor,PRN,Pronoun {Olmosh}
aflok,NOUN,Noun {Ot}
aflotun,NOUN,Noun {Ot}
aflotuncha,NOUN,Noun {Ot}
aflotunlik,NOUN,Noun {Ot}
aflotunona,NOUN,Noun {Ot}
afoniya,NOUN,Noun {Ot}
aforistik,ADJ,Adjective {Sifat}
aforistik,NOUN,Noun {Ot}
aforizm,NOUN,Noun {Ot}
aforizmlar,NOUN,Noun {Ot}
afrig‘iylar,NOUN,Noun {Ot}
afrika,NOUN,Noun {Ot}
afrikaans,NOUN,Noun {Ot}
afrikacha,NOUN,Noun {Ot}
afrikalik,NOUN,Noun {Ot}
afrikanerlar,NOUN,Noun {Ot}
afrikanit,NOUN,Noun {Ot}
afrikantrop,NOUN,Noun {Ot}
afrikashunos,NOUN,Noun {Ot}
afrikashunoslik,NOUN,Noun {Ot}
afrolit,NOUN,Noun {Ot}
afrosiyob,NOUN,Noun {Ot}
afrosiyobi,NOUN,Noun {Ot}
afruz,NOUN,Noun {Ot}
afsar,NOUN,Noun {Ot}
afshar,NOUN,Noun {Ot}
afshon,NOUN,Noun {Ot}
afshonchi,NOUN,Noun {Ot}
afshonchilik,NOUN,Noun {Ot}
afshonla,VERB,Verb {Fe'l}
afshonlan,VERB,Verb {Fe'l}
afshonlov,NOUN,Noun {Ot}
afsona,ADV,Adverb {Ravish}
afsona,NOUN,Noun {Ot}
afsonachi,NOUN,Noun {Ot}
afsonachilik,NOUN,Noun {Ot}
afsonak,NOUN,Noun {Ot}
afsonapardoz,NOUN,Noun {Ot}
afsonavash,NOUN,Noun {Ot}
afsonaviy,ADJ,Adjective {Sifat}
afsonaviy,NOUN,Noun {Ot}
afsonaviylashmoq,NOUN,Noun {Ot}
afsonaviylik,NOUN,Noun {Ot}
afsonavor,NOUN,Noun {Ot}
afsonavor,PRN,Pronoun {Olmosh}
afsun,NOUN,Noun {Ot}
afsunchi,NOUN,Noun {Ot}
afsunchilik,NOUN,Noun {Ot}
afsungar,NOUN,Noun {Ot}
afsungarlik,ADJ,Adjective {Sifat}
afsungarlik,NOUN,Noun {Ot}
afsunkor,NOUN,Noun {Ot}
afsunkor,PRN,Pronoun {Olmosh}
afsunkorona,NOUN,Noun {Ot}
afsunla,VERB,Verb {Fe'l}
afsunlamoq,ADJ,Adjective {Sifat}
afsunlamoq,NOUN,Noun {Ot}
afsunlamoq,PRN,Pronoun {Olmosh}
afsunlov,NOUN,Noun {Ot}
afsurda,NOUN,Noun {Ot}
afsus,MOD,Modal {Modal}
afsus,NOUN,Noun {Ot}
afsus-nadomat,NOUN,Noun {Ot}
afsus-nadomatla,NOUN,Noun {Ot}
afsuski,ADJ,Adjective {Sifat}
afsuski,NOUN,Noun {Ot}
afsuslan,VERB,Verb {Fe'l}
afsuslanarli,NOUN,Noun {Ot}
afsuslanganlik,NOUN,Noun {Ot}
afsuslangansimon,NOUN,Noun {Ot}
afsuslanish,NOUN,Noun {Ot}
afsuslanmoq,ADJ,Adjective {Sifat}
afsuslanmoq,NOUN,Noun {Ot}
afsuslanmoq,PRN,Pronoun {Olmosh}
afsuslanuv,NOUN,Noun {Ot}
afsusli,NOUN,Noun {Ot}
afsusu,NOUN,Noun {Ot}
aft,NOUN,Noun {Ot}
aft-angor,NOUN,Noun {Ot}
aft-angor,PRN,Pronoun {Olmosh}
aft-bashara,NOUN,Noun {Ot}
aft-bosh,NOUN,Noun {Ot}
aft-qiyofa,NOUN,Noun {Ot}
afta,NOUN,Noun {Ot}
aftidan,ADV,Adverb {Ravish}
aftidan,MOD,Modal {Modal}
aftidan,NOUN,Noun {Ot}
aftoda,NOUN,Noun {Ot}
aftodahol,NOUN,Noun {Ot}
aftodahollik,NOUN,Noun {Ot}
aftodalik,NOUN,Noun {Ot}
aftodavash,NOUN,Noun {Ot}
afv,NOUN,Noun {Ot}
afvnoma,NOUN,Noun {Ot}
afyun,NOUN,Noun {Ot}
afyunchi,NOUN,Noun {Ot}
afyunchilik,NOUN,Noun {Ot}
afyunkash,NOUN,Noun {Ot}
afyunkashlik,NOUN,Noun {Ot}
afzal,NOUN,Noun {Ot}
afzaliyat,NOUN,Noun {Ot}
afzallik,NOUN,Noun {Ot}
afzun,NOUN,Noun {Ot}
afzunlik,NOUN,Noun {Ot}
af’iy,NOUN,Noun {Ot}
af’ol,NOUN,Noun {Ot}
ag'anamoq,ADJ,Adjective {Sifat}
ag'anamoq,NOUN,Noun {Ot}
ag'anamoq,PRN,Pronoun {Olmosh}
ag'ana,VERB,Verb {Fe'l}
ag'dar-to'ntar,NOUN,Noun {Ot}
ag'darma,NOUN,Noun {Ot}
ag'darmoq,ADJ,Adjective {Sifat}
ag'darmoq,NOUN,Noun {Ot}
ag'darmoq,PRN,Pronoun {Olmosh}
ag'dar,VERB,Verb {Fe'l}
ag'namoq,ADJ,Adjective {Sifat}
ag'namoq,NOUN,Noun {Ot}
ag'namoq,PRN,Pronoun {Olmosh}
ag'na,VERB,Verb {Fe'l}
ag'raymoq,ADJ,Adjective {Sifat}
ag'raymoq,NOUN,Noun {Ot}
ag'raymoq,PRN,Pronoun {Olmosh}
ag'ray,VERB,Verb {Fe'l}
ag'yor,NOUN,Noun {Ot}
aga,NOUN,Noun {Ot}
agalaktiya,NOUN,Noun {Ot}
agalmatolit,NOUN,Noun {Ot}
agam,NOUN,Noun {Ot}
agama,NOUN,Noun {Ot}
agamalar,NOUN,Noun {Ot}
agamasimonlar,NOUN,Noun {Ot}
agami,NOUN,Noun {Ot}
agamiya,NOUN,Noun {Ot}
agar,NOUN,Noun {Ot}
agar-agar,NOUN,Noun {Ot}
agar-magar,NOUN,Noun {Ot}
agar-magarda,NOUN,Noun {Ot}
agaramki,NOUN,Noun {Ot}
agarchandki,NOUN,Noun {Ot}
agarchi,NOUN,Noun {Ot}
agarda,NOUN,Noun {Ot}
agarda-magarda,NOUN,Noun {Ot}
agashtir,VERB,Verb {Fe'l}
agat,NOUN,Noun {Ot}
agava,NOUN,Noun {Ot}
agenitalizm,NOUN,Noun {Ot}
agens,NOUN,Noun {Ot}
agent,NOUN,Noun {Ot}
agentlik,ADJ,Adjective {Sifat}
agentlik,NOUN,Noun {Ot}
agentura,NOUN,Noun {Ot}
agevziya,NOUN,Noun {Ot}
agglyutinativ,NOUN,Noun {Ot}
agglyutinatsiya,NOUN,Noun {Ot}
agglyutininlar,NOUN,Noun {Ot}
agglyutinogenlar,NOUN,Noun {Ot}
agglyutinoskop,NOUN,Noun {Ot}
aggradatsiya,NOUN,Noun {Ot}
aggravatsiya,NOUN,Noun {Ot}
agidroxloriya,NOUN,Noun {Ot}
agiografik,NOUN,Noun {Ot}
agiografiya,NOUN,Noun {Ot}
agiologiya,NOUN,Noun {Ot}
agionim,NOUN,Noun {Ot}
agiotoponim,NOUN,Noun {Ot}
agitator,NOUN,Noun {Ot}
agitator,PRN,Pronoun {Olmosh}
agitatorlik,NOUN,Noun {Ot}
agitatsion,NOUN,Noun {Ot}
agitatsion,PRN,Pronoun {Olmosh}
agitatsiya,NOUN,Noun {Ot}
agitatsiya-propaganda,NOUN,Noun {Ot}
agitbrigada,NOUN,Noun {Ot}
agitfilm,NOUN,Noun {Ot}
agitgruppa,NOUN,Noun {Ot}
agitkollektiv,NOUN,Noun {Ot}
agitmashina,NOUN,Noun {Ot}
agitparoxod,NOUN,Noun {Ot}
agitpoyezd,NOUN,Noun {Ot}
agitprop,NOUN,Noun {Ot}
agitpropfilm,NOUN,Noun {Ot}
agitpunkt,NOUN,Noun {Ot}
agitsamolyot,NOUN,Noun {Ot}
agitvagon,NOUN,Noun {Ot}
aglikon,NOUN,Noun {Ot}
aglomerat,NOUN,Noun {Ot}
aglomeratlash,NOUN,Noun {Ot}
aglomeratsion,NOUN,Noun {Ot}
aglomeratsiya,NOUN,Noun {Ot}
agloporit,NOUN,Noun {Ot}
agloporit-beton,NOUN,Noun {Ot}
aglossiya,NOUN,Noun {Ot}
aglyukon,NOUN,Noun {Ot}
aglyukonlar,NOUN,Noun {Ot}
agnatlar,NOUN,Noun {Ot}
agnostik,ADJ,Adjective {Sifat}
agnostik,NOUN,Noun {Ot}
agnostiklar,NOUN,Noun {Ot}
agnostitsizm,NOUN,Noun {Ot}
agnostozoy,NOUN,Noun {Ot}
agnoziya,NOUN,Noun {Ot}
agogika,NOUN,Noun {Ot}
agometr,NOUN,Noun {Ot}
agonik,NOUN,Noun {Ot}
agonistiklar,NOUN,Noun {Ot}
agoniya,NOUN,Noun {Ot}
agora,NOUN,Noun {Ot}
agorafobiya,NOUN,Noun {Ot}
agoronim,NOUN,Noun {Ot}
agrafiya,NOUN,Noun {Ot}
agrammatizm,NOUN,Noun {Ot}
agranulotsitlar,NOUN,Noun {Ot}
agranulotsitoz,NOUN,Noun {Ot}
agrar,NOUN,Noun {Ot}
agrarchi,NOUN,Noun {Ot}
agrariy,NOUN,Noun {Ot}
agregat,NOUN,Noun {Ot}
agregatchi,NOUN,Noun {Ot}
agregatlash,NOUN,Noun {Ot}
agregator,NOUN,Noun {Ot}
agregatsiya,NOUN,Noun {Ot}
agregatxona,NOUN,Noun {Ot}
agreman,ADV,Adverb {Ravish}
agreman,NOUN,Noun {Ot}
agressinlar,NOUN,Noun {Ot}
agressiv,NOUN,Noun {Ot}
agressivlik,ADJ,Adjective {Sifat}
agressivlik,NOUN,Noun {Ot}
agressiya,NOUN,Noun {Ot}
agressiyachi,NOUN,Noun {Ot}
agressiyachilik,ADJ,Adjective {Sifat}
agressiyachilik,NOUN,Noun {Ot}
agressor,NOUN,Noun {Ot}
agressor,PRN,Pronoun {Olmosh}
agressorlik,ADJ,Adjective {Sifat}
agressorlik,NOUN,Noun {Ot}
agreste,NOUN,Noun {Ot}
agrikola,NOUN,Noun {Ot}
agrikolit,NOUN,Noun {Ot}
agrikultura,NOUN,Noun {Ot}
agrobakteriyalar,NOUN,Noun {Ot}
agrobaza,NOUN,Noun {Ot}
agrobiolog,NOUN,Noun {Ot}
agrobiologik,ADJ,Adjective {Sifat}
agrobiologik,NOUN,Noun {Ot}
agrobiologiya,NOUN,Noun {Ot}
agrobiotsenologiya,NOUN,Noun {Ot}
agrobiotsenoz,NOUN,Noun {Ot}
agrobiznes,NOUN,Noun {Ot}
agrobotanik,NOUN,Noun {Ot}
agrobotanika,NOUN,Noun {Ot}
agrochora,NOUN,Noun {Ot}
agroelektronika,NOUN,Noun {Ot}
agrofirma,NOUN,Noun {Ot}
agrofitotsenoz,NOUN,Noun {Ot}
agrofizik,NOUN,Noun {Ot}
agrofizika,NOUN,Noun {Ot}
agrofon,NOUN,Noun {Ot}
agrogeografik,NOUN,Noun {Ot}
agrogeografiya,NOUN,Noun {Ot}
agrogidrologiya,NOUN,Noun {Ot}
agroindustrial,NOUN,Noun {Ot}
agroinjeneriya,NOUN,Noun {Ot}
agroiqlim,NOUN,Noun {Ot}
agroiqlimiy,NOUN,Noun {Ot}
agroiqlimshunoslik,NOUN,Noun {Ot}
agroiqtisodiy,NOUN,Noun {Ot}
agroiqtisodiyot,NOUN,Noun {Ot}
agroirrigatsion,NOUN,Noun {Ot}
agroirrigatsiya,NOUN,Noun {Ot}
agrokimyo,NOUN,Noun {Ot}
agrokimyogar,NOUN,Noun {Ot}
agrokimyogarlik,NOUN,Noun {Ot}
agrokimyoviy,NOUN,Noun {Ot}
agroklaster,NOUN,Noun {Ot}
agroko‘rsatma,NOUN,Noun {Ot}
agrokrujok,NOUN,Noun {Ot}
agrologistik,NOUN,Noun {Ot}
agrologistika,NOUN,Noun {Ot}
agromaksimum,NOUN,Noun {Ot}
agromeliorativ,NOUN,Noun {Ot}
agromeliorator,NOUN,Noun {Ot}
agromelioratsiya,NOUN,Noun {Ot}
agrometeorolog,NOUN,Noun {Ot}
agrometeorologik,NOUN,Noun {Ot}
agrometeorologiya,NOUN,Noun {Ot}
agrometr,NOUN,Noun {Ot}
agromexanik,NOUN,Noun {Ot}
agromexanika,NOUN,Noun {Ot}
agrominimum,NOUN,Noun {Ot}
agromintaqa,NOUN,Noun {Ot}
agromintaqaviy,NOUN,Noun {Ot}
agronal,NOUN,Noun {Ot}
agronom,NOUN,Noun {Ot}
agronom-aprobator,NOUN,Noun {Ot}
agronomik,ADJ,Adjective {Sifat}
agronomik,NOUN,Noun {Ot}
agronomiya,NOUN,Noun {Ot}
agronomlik,ADJ,Adjective {Sifat}
agronomlik,NOUN,Noun {Ot}
agroohaktoshlar,NOUN,Noun {Ot}
agroo‘rmon,NOUN,Noun {Ot}
agroo‘rmonchilik,NOUN,Noun {Ot}
agropoyezd,NOUN,Noun {Ot}
agropropaganda,NOUN,Noun {Ot}
agropunkt,NOUN,Noun {Ot}
agroqoidalar,NOUN,Noun {Ot}
agrorudalar,NOUN,Noun {Ot}
agrosanoat,NOUN,Noun {Ot}
agrosektor,NOUN,Noun {Ot}
agroshahar,NOUN,Noun {Ot}
agrosiyosat,NOUN,Noun {Ot}
agrotadbir,NOUN,Noun {Ot}
agrotadbirkor,NOUN,Noun {Ot}
agrotadbirlar,NOUN,Noun {Ot}
agrotarg‘ibot,NOUN,Noun {Ot}
agrotexnik,ADJ,Adjective {Sifat}
agrotexnik,NOUN,Noun {Ot}
agrotexnika,NOUN,Noun {Ot}
agrotexnikaviy,NOUN,Noun {Ot}
agrotexnologiya,NOUN,Noun {Ot}
agrotexservis,NOUN,Noun {Ot}
agroto‘garak,NOUN,Noun {Ot}
agrotsex,NOUN,Noun {Ot}
agrotuproqshunos,NOUN,Noun {Ot}
agrotuproqshunoslik,NOUN,Noun {Ot}
agroturizm,NOUN,Noun {Ot}
agrouchastka,NOUN,Noun {Ot}
agroximik,NOUN,Noun {Ot}
agroximiya,NOUN,Noun {Ot}
agroximkartografiya,NOUN,Noun {Ot}
agroxodimlar,NOUN,Noun {Ot}
agroxo‘jalik,NOUN,Noun {Ot}
agrozoolog,NOUN,Noun {Ot}
agrozoologiya,NOUN,Noun {Ot}
agrozootexnika,NOUN,Noun {Ot}
agullar,NOUN,Noun {Ot}
agvilarit,NOUN,Noun {Ot}
ag‘ana,VERB,Verb {Fe'l}
ag‘anat,VERB,Verb {Fe'l}
ag‘dar,VERB,Verb {Fe'l}
ag‘dar-to‘ntar,NOUN,Noun {Ot}
ag‘dargich,NOUN,Noun {Ot}
ag‘dargichli,NOUN,Noun {Ot}
ag‘dargichsiz,NOUN,Noun {Ot}
ag‘darg‘ich,NOUN,Noun {Ot}
ag‘daril,VERB,Verb {Fe'l}
ag‘darish,NOUN,Noun {Ot}
ag‘darish,VERB,Verb {Fe'l}
ag‘darma,NOUN,Noun {Ot}
ag‘dart,VERB,Verb {Fe'l}
ag‘dartir,VERB,Verb {Fe'l}
ag‘dartirish,NOUN,Noun {Ot}
ag‘dartish,NOUN,Noun {Ot}
ag‘daruv,NOUN,Noun {Ot}
ag‘daruvchi,NOUN,Noun {Ot}
ag‘labiylar,NOUN,Noun {Ot}
ag‘na,VERB,Verb {Fe'l}
ag‘nash,VERB,Verb {Fe'l}
ag‘nat,VERB,Verb {Fe'l}
ag‘niyo,NOUN,Noun {Ot}
ag‘yor,NOUN,Noun {Ot}
ah,NOUN,Noun {Ot}
ah-ah,NOUN,Noun {Ot}
aha,NOUN,Noun {Ot}
aha-aha,NOUN,Noun {Ot}
ahad,NOUN,Noun {Ot}
ahamiyat,NOUN,Noun {Ot}
ahamiyatli,ADJ,Adjective {Sifat}
ahamiyatli,NOUN,Noun {Ot}
ahamiyatlilik,NOUN,Noun {Ot}
ahamiyatsiz,ADJ,Adjective {Sifat}
ahamiyatsiz,ADV,Adverb {Ravish}
ahamiyatsiz,NOUN,Noun {Ot}
ahamiyatsizlik,NOUN,Noun {Ot}
ahbob,NOUN,Noun {Ot}
ahd,NOUN,Noun {Ot}
ahd-paymon,ADJ,Adjective {Sifat}
ahd-paymon,NOUN,Noun {Ot}
ahd-paymon,PRN,Pronoun {Olmosh}
ahdlash,VERB,Verb {Fe'l}
ahdlashganlik,NOUN,Noun {Ot}
ahdlashish,NOUN,Noun {Ot}
ahdlashmoq,ADJ,Adjective {Sifat}
ahdlashmoq,NOUN,Noun {Ot}
ahdlashmoq,PRN,Pronoun {Olmosh}
ahdlashuv,NOUN,Noun {Ot}
ahdlashuvchi,NOUN,Noun {Ot}
ahdnoma,NOUN,Noun {Ot}
ahdu,NOUN,Noun {Ot}
ahil,NOUN,Noun {Ot}
ahil-inoq,NOUN,Noun {Ot}
ahilchilik,ADJ,Adjective {Sifat}
ahilchilik,NOUN,Noun {Ot}
ahillash,VERB,Verb {Fe'l}
ahillashish,NOUN,Noun {Ot}
ahillashmoq,ADJ,Adjective {Sifat}
ahillashmoq,NOUN,Noun {Ot}
ahillashmoq,PRN,Pronoun {Olmosh}
ahillashuv,NOUN,Noun {Ot}
ahillik,ADJ,Adjective {Sifat}
ahillik,NOUN,Noun {Ot}
ahilobod,NOUN,Noun {Ot}
ahkom,NOUN,Noun {Ot}
ahl,NOUN,Noun {Ot}
ahli,NOUN,Noun {Ot}
ahmad,NOUN,Noun {Ot}
ahmadiya,NOUN,Noun {Ot}
ahmadjon,NOUN,Noun {Ot}
ahmadjonov,NOUN,Noun {Ot}
ahmar,NOUN,Noun {Ot}
ahmariy,NOUN,Noun {Ot}
ahmoq,ADJ,Adjective {Sifat}
ahmoq,NOUN,Noun {Ot}
ahmoq,PRN,Pronoun {Olmosh}
ah,VERB,Verb {Fe'l}
ahmoqchilik,ADJ,Adjective {Sifat}
ahmoqchilik,NOUN,Noun {Ot}
ahmoqgarchilik,ADJ,Adjective {Sifat}
ahmoqgarchilik,NOUN,Noun {Ot}
ahmoqlik,ADJ,Adjective {Sifat}
ahmoqlik,NOUN,Noun {Ot}
ahmoqona,ADV,Adverb {Ravish}
ahmoqona,NOUN,Noun {Ot}
aholi,ADJ,Adjective {Sifat}
aholi,NOUN,Noun {Ot}
aholishunos,NOUN,Noun {Ot}
aholishunoslik,NOUN,Noun {Ot}
aholisizlik,NOUN,Noun {Ot}
ahror,NOUN,Noun {Ot}
ahroriy,NOUN,Noun {Ot}
ahsan,NOUN,Noun {Ot}
ahsanta,NOUN,Noun {Ot}
ahvol,NOUN,Noun {Ot}
ahvoli,NOUN,Noun {Ot}
ahvollashmoq,NOUN,Noun {Ot}
ahvolot,NOUN,Noun {Ot}
ahyon,NOUN,Noun {Ot}
ahyon-ahyon,NOUN,Noun {Ot}
ahyon-ahyonda,NOUN,Noun {Ot}
ahyonda,NOUN,Noun {Ot}
ahyonda-ahyonda,NOUN,Noun {Ot}
ajab,NOUN,Noun {Ot}
ajab-ajab,NOUN,Noun {Ot}
ajabgina,NOUN,Noun {Ot}
ajablan,VERB,Verb {Fe'l}
ajablanarli,NOUN,Noun {Ot}
ajablanganlik,NOUN,Noun {Ot}
ajablangansimon,NOUN,Noun {Ot}
ajablanil,VERB,Verb {Fe'l}
ajablanish,NOUN,Noun {Ot}
ajablanmoq,ADJ,Adjective {Sifat}
ajablanmoq,NOUN,Noun {Ot}
ajablanmoq,PRN,Pronoun {Olmosh}
ajablantir,VERB,Verb {Fe'l}
ajablantirish,NOUN,Noun {Ot}
ajablanuv,NOUN,Noun {Ot}
ajabo,INTJ,Interjection {Undov}
ajabo,NOUN,Noun {Ot}
ajabsanda,NOUN,Noun {Ot}
ajabsin,VERB,Verb {Fe'l}
ajabsinganlik,NOUN,Noun {Ot}
ajabsinish,NOUN,Noun {Ot}
ajabsinmoq,ADJ,Adjective {Sifat}
ajabsinmoq,NOUN,Noun {Ot}
ajabsinmoq,PRN,Pronoun {Olmosh}
ajabsinqira,VERB,Verb {Fe'l}
ajabsinuv,NOUN,Noun {Ot}
ajabtovur,NOUN,Noun {Ot}
ajal,NOUN,Noun {Ot}
ajal-majal,NOUN,Noun {Ot}
ajalfurush,NOUN,Noun {Ot}
ajalli,NOUN,Noun {Ot}
ajalsiz,NOUN,Noun {Ot}
ajam,NOUN,Noun {Ot}
ajamiy,ADJ,Adjective {Sifat}
ajamiy,NOUN,Noun {Ot}
ajamlar,NOUN,Noun {Ot}
ajarlar,NOUN,Noun {Ot}
ajdaho,NOUN,Noun {Ot}
ajdaholik,NOUN,Noun {Ot}
ajdahor,NOUN,Noun {Ot}
ajdaqor,NOUN,Noun {Ot}
ajdar,NOUN,Noun {Ot}
ajdargul,NOUN,Noun {Ot}
ajdarho,NOUN,Noun {Ot}
ajdarnafas,NOUN,Noun {Ot}
ajdarnafaslik,NOUN,Noun {Ot}
ajdarnafs,NOUN,Noun {Ot}
ajdarqush,NOUN,Noun {Ot}
ajdarvash,NOUN,Noun {Ot}
ajdod,NOUN,Noun {Ot}
ajdod-avlod,NOUN,Noun {Ot}
ajdodiy,NOUN,Noun {Ot}
ajgon,NOUN,Noun {Ot}
aji,NOUN,Noun {Ot}
aji-aji,NOUN,Noun {Ot}
aji-buji,NOUN,Noun {Ot}
ajib,NOUN,Noun {Ot}
ajib-g‘arib,NOUN,Noun {Ot}
ajiba,NOUN,Noun {Ot}
ajiblik,NOUN,Noun {Ot}
ajillamoq,ADJ,Adjective {Sifat}
ajillamoq,NOUN,Noun {Ot}
ajillamoq,PRN,Pronoun {Olmosh}
ajilla,VERB,Verb {Fe'l}
ajillash,VERB,Verb {Fe'l}
ajillashish,NOUN,Noun {Ot}
ajillashuv,NOUN,Noun {Ot}
ajillov,NOUN,Noun {Ot}
ajin,ADV,Adverb {Ravish}
ajin,NOUN,Noun {Ot}
ajina,NOUN,Noun {Ot}
ajinagul,NOUN,Noun {Ot}
ajinakavush,NOUN,Noun {Ot}
ajinaxona,NOUN,Noun {Ot}
